,value,
996,256263163.3,2.562631633
997,254190431.1,2.541904311
998,256885174.5,2.568851745
999,257456320.5,2.574563205
1000,255730652.5,2.557306525
1001,256888172.1,2.568881721
1002,255531051.9,2.555310519
1003,256990490,2.5699049
1004,259540521.9,2.595405219
1005,259251351.8,2.592513518
1006,262126433.1,2.621264331
1007,262963575.1,2.629635751
1008,260982499.9,2.609824999
1009,259713521.5,2.597135215
1010,259871213.4,2.598712134
1011,261107608,2.61107608
1012,263992725.5,2.639927255
1013,263926209.9,2.639262099
1014,262973316.4,2.629733164
1015,261917874.7,2.619178747
1016,259598744.1,2.595987441
1017,261895795.2,2.618957952
1018,260743381.9,2.607433819
1019,259443646.8,2.594436468
1020,258932398.8,2.589323988
1021,261638599,2.61638599
1022,263206008.4,2.632060084
1023,265366854.7,2.653668547
1024,264485443,2.64485443
1025,265811712.3,2.658117123
1026,266304553.8,2.663045538
1027,266638458.4,2.666384584
1028,266785892.3,2.667858923
1029,266316815.1,2.663168151
1030,265657305.7,2.656573057
1031,267125369.7,2.671253697
1032,267228954.8,2.672289548
1033,267700865.5,2.677008655
1034,267942079.4,2.679420794
1035,268822081,2.68822081
1036,267867511.4,2.678675114
1037,267117043.1,2.671170431
1038,266884267.8,2.668842678
1039,265050991.6,2.650509916
1040,263973712.8,2.639737128
1041,265076705.2,2.650767052
1042,266195457.1,2.661954571
1043,266844033,2.66844033
1044,267555180,2.6755518
1045,268938306.2,2.689383062
1046,270466392.4,2.704663924
1047,271061971.9,2.710619719
1048,271132670.8,2.711326708
1049,273593383.3,2.735933833
1050,272800177.8,2.728001778
1051,275193054.8,2.751930548
1052,275406495.2,2.754064952
1053,281175262.7,2.811752627
1054,286689819.2,2.866898192
1055,289658607.8,2.896586078
1056,292217130.2,2.922171302
1057,288671108.6,2.886711086
1058,287917203.2,2.879172032
1059,287195682,2.87195682
1060,285861415.4,2.858614154
1061,284985763.1,2.849857631
1062,283351300.5,2.833513005
1063,284184152.1,2.841841521
1064,291901993.7,2.919019937
1065,296296246.7,2.962962467
1066,296846854.5,2.968468545
1067,299866070.5,2.998660705
1068,304780213.1,3.047802131
1069,302343686.9,3.023436869
1070,307135194,3.07135194
1071,308521190.5,3.085211905
1072,308313539.2,3.083135392
1073,308614531.1,3.086145311
1074,308566390.1,3.085663901
1075,310230558.5,3.102305585
1076,306987422,3.06987422
1077,305582500.6,3.055825006
1078,301393882.6,3.013938826
1079,301813974.5,3.018139745
1080,302013100.1,3.020131001
1081,301682638.1,3.016826381
1082,303416116.7,3.034161167
1083,302700251.5,3.027002515
1084,305503276.5,3.055032765
1085,310758704.3,3.107587043
1086,311897140.5,3.118971405
1087,312779608.1,3.127796081
1088,308828434.1,3.088284341
1089,312372129.4,3.123721294
1090,309892647.5,3.098926475
1091,306745245.3,3.067452453
1092,306305878.9,3.063058789
1093,315072331.4,3.150723314
1094,314354237.4,3.143542374
1095,310212316.2,3.102123162
1096,309040933,3.09040933
1097,310332364.3,3.103323643
1098,310958369.5,3.109583695
1099,311985052.1,3.119850521
1100,309808517.2,3.098085172
1101,308691076.2,3.086910762
1102,303387980.8,3.033879808
1103,303560581.7,3.035605817
1104,304843566.6,3.048435666
1105,305158103,3.05158103
1106,303687599.2,3.036875992
1107,303975464.8,3.039754648
1108,306076108,3.06076108
1109,309617687.8,3.096176878
1110,311475705.3,3.114757053
1111,313994834.5,3.139948345
1112,315817535.8,3.158175358
1113,326436760,3.2643676
1114,321994302.1,3.219943021
1115,319067061.6,3.190670616
1116,314343334.8,3.143433348
1117,314987548,3.14987548
1118,309055596.7,3.090555967
1119,309036176.7,3.090361767
1120,308647052.5,3.086470525
1121,307627545.1,3.076275451
1122,306670036.1,3.066700361
1123,306271796,3.06271796
1124,305320591.6,3.053205916
1125,306344633.2,3.063446332
1126,305971075.1,3.059710751
1127,306678624.9,3.066786249
1128,304674577.7,3.046745777
1129,304670696,3.04670696
1130,306204768.4,3.062047684
1131,308279889.9,3.082798899
1132,309510440.4,3.095104404
1133,308703667.2,3.087036672
1134,309010257.2,3.090102572
1135,309692374.7,3.096923747
1136,314061955.9,3.140619559
1137,313897214.9,3.138972149
1138,314996299.5,3.149962995
1139,312930601.1,3.129306011
1140,315055868.9,3.150558689
1141,314834642.7,3.148346427
1142,312700460.3,3.127004603
1143,313367830.1,3.133678301
1144,314142781.7,3.141427817
1145,316725090.6,3.167250906
1146,314231212.8,3.142312128
1147,316870420.9,3.168704209
1148,330302770.9,3.303027709
1149,323829617.4,3.238296174
1150,320541761.3,3.205417613
1151,320862228,3.20862228
1152,318922252.2,3.189222522
1153,320371938,3.20371938
1154,320912070.1,3.209120701
1155,321961870.3,3.219618703
1156,322083824.8,3.220838248
1157,325519581.1,3.255195811
1158,329889293.5,3.298892935
1159,328662848.5,3.286628485
1160,326236123.7,3.262361237
1161,331404237.5,3.314042375
1162,335357048.9,3.353570489
1163,334833010.9,3.348330109
1164,327140905.6,3.271409056
1165,323408817.6,3.234088176
1166,323295487.8,3.232954878
1167,327672951.5,3.276729515
1168,328560364.6,3.285603646
1169,332750799,3.32750799
1170,342022470,3.4202247
1171,355560501.2,3.555605012
1172,363130758.8,3.631307588
1173,357138528.4,3.571385284
1174,361174182.2,3.611741822
1175,363162622.2,3.631626222
1176,355982961,3.55982961
1177,351239349,3.51239349
1178,351238661.2,3.512386612
1179,349237254,3.49237254
1180,349477007.5,3.494770075
1181,346104523.3,3.461045233
1182,344704892.9,3.447048929
1183,344136397,3.44136397
1184,345803305,3.45803305
1185,346234260.3,3.462342603
1186,349596496.4,3.495964964
1187,350507390.8,3.505073908
1188,349765284.3,3.497652843
1189,345698363.6,3.456983636
1190,346513386.3,3.465133863
1191,344968274.8,3.449682748
1192,345355111.4,3.453551114
1193,345939845.4,3.459398454
1194,346128893.8,3.461288938
1195,356543747.4,3.565437474
1196,358082264.5,3.580822645
1197,367564403.2,3.675644032
1198,373134345.2,3.731343452
1199,368093768.5,3.680937685
1200,373546158.4,3.735461584
1201,368810369.5,3.688103695
