,date,position
995,2020-04-21,"['SM007', 'SM009', 'SM011', 'SM010', 'CF005', 'CF007', 'CF009', 'CF011', 'OI005', 'SF010']"
996,2020-04-22,"['SM007', 'SM009', 'SM011', 'SM010', 'SM006', 'SF011', 'JR101', 'SF010', 'SF012', 'SF007']"
997,2020-04-23,"['SM007', 'SM009', 'SM011', 'SM010', 'SM006', 'SM101', 'AP010', 'AP012', 'AP011', 'SM102']"
998,2020-04-24,"['SM007', 'CY102', 'SM006', 'CF005', 'CF007', 'SM101', 'CF009', 'CF011', 'CY010', 'CF101']"
999,2020-04-27,"['CY102', 'CF005', 'CF007', 'CY010', 'CF009', 'CF011', 'AP012', 'AP011', 'CF101', 'CY009']"
1000,2020-04-28,"['SM007', 'SM006', 'SM005', 'CY102', 'CF005', 'CF007', 'CY010', 'AP012', 'CF009', 'CF011']"
1001,2020-04-29,"['AP012', 'AP011', 'CF005', 'AP101', 'SF012', 'CY101', 'SF010', 'SF101', 'SF009', 'SF007']"
1002,2020-04-30,"['AP012', 'AP011', 'AP101', 'SF012', 'SF010', 'SF009', 'SF101', 'SF007', 'SF008', 'SF005']"
1003,2020-05-06,"['AP012', 'AP011', 'AP101', 'CF005', 'CY010', 'CF007', 'CF009', 'CF011', 'SF010', 'SF009']"
1004,2020-05-07,"['AP012', 'AP103', 'AP101', 'AP011', 'SM005', 'AP010', 'SM102', 'SF010', 'SF009', 'SF101']"
1005,2020-05-08,"['AP103', 'AP012', 'AP101', 'AP011', 'AP010', 'SM102', 'AP007', 'SF005', 'SF006', 'LR005']"
1006,2020-05-11,"['AP103', 'AP101', 'AP012', 'AP011', 'SF012', 'SF010', 'SF009', 'SF101', 'SF008', 'SF007']"
1007,2020-05-12,"['AP103', 'AP101', 'AP012', 'AP011', 'AP010', 'SF012', 'SF010', 'SF009', 'SF008', 'SF101']"
1008,2020-05-13,"['AP103', 'AP101', 'AP012', 'AP011', 'AP010', 'SF012', 'SF010', 'SF009', 'SF008', 'SF007']"
1009,2020-05-14,"['AP103', 'AP101', 'AP012', 'AP011', 'SF010', 'SF009', 'SF008', 'SF101', 'SF007', 'LR005']"
1010,2020-05-15,"['SF101', 'FG010', 'FG101', 'FG009', 'FG012', 'CJ101', 'RI011', 'RI103', 'RI101', 'FG103']"
1011,2020-05-18,"['SF008', 'FG010', 'OI007', 'FG101', 'FG009', 'FG103', 'SF006', 'FG008', 'FG011', 'CJ101']"
1012,2020-05-19,"['AP101', 'AP012', 'AP011', 'AP010', 'CY008', 'CY007', 'SF008', 'CY006', 'OI007', 'FG010']"
1013,2020-05-20,"['CY008', 'CY007', 'CY006', 'CY010', 'CY011', 'CY009', 'CY012', 'OI007', 'TA007', 'TA103']"
1014,2020-05-21,"['CY008', 'CY007', 'CY006', 'CY010', 'CY009', 'CY011', 'CY012', 'CY101', 'TA007', 'SF006']"
1015,2020-05-22,"['CY008', 'CY007', 'CY006', 'CY010', 'CY009', 'CY011', 'CY012', 'CF009', 'CF007', 'CY101']"
1016,2020-05-25,"['CY006', 'SF006', 'TA011', 'SF007', 'FG008', 'FG006', 'FG007', 'PM101', 'PM103', 'FG102']"
1017,2020-05-26,"['SF007', 'FG010', 'FG011', 'FG006', 'FG007', 'FG008', 'FG009', 'FG012', 'FG101', 'FG103']"
1018,2020-05-27,"['CY006', 'CY009', 'SF006', 'CY101', 'TA012', 'SF007', 'FG010', 'FG011', 'FG006', 'FG007']"
1019,2020-05-28,"['CY008', 'CY007', 'CY006', 'CY009', 'CY101', 'RS008', 'FG011', 'FG010', 'FG006', 'FG007']"
1020,2020-05-29,"['OI007', 'RS008', 'TA008', 'TA102', 'OI009', 'OI101', 'FG011', 'FG010', 'FG006', 'FG007']"
1021,2020-06-01,"['RS008', 'OI007', 'TA007', 'TA009', 'TA011', 'TA101', 'TA103', 'OI009', 'OI101', 'OI011']"
1022,2020-06-02,"['RS008', 'OI007', 'TA006', 'TA007', 'TA009', 'TA010', 'TA008', 'CY101', 'TA012', 'TA011']"
1023,2020-06-03,"['CY008', 'CY007', 'CY006', 'CY009', 'RS008', 'CY011', 'CY012', 'OI007', 'TA006', 'TA007']"
1024,2020-06-04,"['CY008', 'CY007', 'RS008', 'CY009', 'OI007', 'SF006', 'TA006', 'TA007', 'TA008', 'TA009']"
1025,2020-06-05,"['RS008', 'CY009', 'OI007', 'OI009', 'TA006', 'OI101', 'OI011', 'OI103', 'RS009', 'RS007']"
1026,2020-06-08,"['RS008', 'OI007', 'OI009', 'OI101', 'OI011', 'OI103', 'SF011', 'CY103', 'RM101', 'SR007']"
1027,2020-06-09,"['RS008', 'OI007', 'OI009', 'OI101', 'OI011', 'OI103', 'CY103', 'RM101', 'RM011', 'RM103']"
1028,2020-06-10,"['OI007', 'OI009', 'OI101', 'OI011', 'OI103', 'CY103', 'RM101', 'WH103', 'RM011', 'RM103']"
1029,2020-06-11,"['OI007', 'OI009', 'OI011', 'OI101', 'CY101', 'OI103', 'CF101', 'CF007', 'CF009', 'CF011']"
1030,2020-06-12,"['OI007', 'OI009', 'OI011', 'OI101', 'WH103', 'WH011', 'UR104', 'WH009', 'JR007', 'CJ103']"
1031,2020-06-15,"['OI007', 'OI009', 'OI011', 'OI101', 'WH103', 'RS011', 'JR009', 'JR007', 'CJ103', 'CJ101']"
1032,2020-06-16,"['OI007', 'OI009', 'OI011', 'OI101', 'OI103', 'WH103', 'RS011', 'WH101', 'SA010', 'SA008']"
1033,2020-06-17,"['OI007', 'OI009', 'OI011', 'OI101', 'OI103', 'WH103', 'RS011', 'RM007', 'WH011', 'WH101']"
1034,2020-06-18,"['OI007', 'OI009', 'OI011', 'OI101', 'OI103', 'CY101', 'WH103', 'SR011', 'SR009', 'SR101']"
1035,2020-06-19,"['OI007', 'OI009', 'OI011', 'OI101', 'CF009', 'CF011', 'CF007', 'CF101', 'OI103', 'CF103']"
1036,2020-06-22,"['OI007', 'OI009', 'OI011', 'OI101', 'CF011', 'CF009', 'CF007', 'CF101', 'OI103', 'CF103']"
1037,2020-06-23,"['OI007', 'OI009', 'OI011', 'OI101', 'SF008', 'SF007', 'SR011', 'WH011', 'RS011', 'SR101']"
1038,2020-06-24,"['OI009', 'OI011', 'OI101', 'SF008', 'SF007', 'WH011', 'RS011', 'SR011', 'SR101', 'SR103']"
1039,2020-06-29,"['OI009', 'OI101', 'SF008', 'SF007', 'WH011', 'RS011', 'PM103', 'PM101', 'SF012', 'SR101']"
1040,2020-06-30,"['RS009', 'WH011', 'RS007', 'RS011', 'FG007', 'FG101', 'FG103', 'FG012', 'ZC007', 'WH009']"
1041,2020-07-01,"['RS009', 'RS007', 'WH011', 'RS011', 'FG007', 'FG101', 'FG103', 'FG012', 'ZC007', 'FG104']"
1042,2020-07-02,"['RS009', 'RS007', 'RS011', 'FG007', 'FG101', 'FG103', 'FG012', 'ZC007', 'FG104', 'FG011']"
1043,2020-07-03,"['OI011', 'OI101', 'RS009', 'RS007', 'RS011', 'FG007', 'FG101', 'FG103', 'FG012', 'FG010']"
1044,2020-07-06,"['RS009', 'RS007', 'RS011', 'FG101', 'FG103', 'FG009', 'FG008', 'FG012', 'FG010', 'FG102']"
1045,2020-07-07,"['RS009', 'RS007', 'RS011', 'SF009', 'FG007', 'FG101', 'FG009', 'FG103', 'FG008', 'FG010']"
1046,2020-07-08,"['RS009', 'RS007', 'RS011', 'SF009', 'FG007', 'FG101', 'FG009', 'FG010', 'FG008', 'FG011']"
1047,2020-07-09,"['OI105', 'OI103', 'RS011', 'FG007', 'SF009', 'FG101', 'FG009', 'FG008', 'FG011', 'FG010']"
1048,2020-07-10,"['OI105', 'OI103', 'RS011', 'FG007', 'CY104', 'AP007', 'SM012', 'FG101', 'FG009', 'FG008']"
1049,2020-07-13,"['OI105', 'OI103', 'CY104', 'AP007', 'FG007', 'SM012', 'CF101', 'CF103', 'FG101', 'FG009']"
1050,2020-07-14,"['RS009', 'RS007', 'OI105', 'OI103', 'CY104', 'SM012', 'FG007', 'CF101', 'CF103', 'CF105']"
1051,2020-07-15,"['OI101', 'OI105', 'CY104', 'OI103', 'CF105', 'FG101', 'FG009', 'FG008', 'FG011', 'FG102']"
1052,2020-07-16,"['RS009', 'OI009', 'OI101', 'OI103', 'OI105', 'RS011', 'FG101', 'FG009', 'FG008', 'FG011']"
1053,2020-07-17,"['OI009', 'OI011', 'OI101', 'RS009', 'OI103', 'OI105', 'RS011', 'FG101', 'FG009', 'FG008']"
1054,2020-07-20,"['OI009', 'OI011', 'OI101', 'OI103', 'OI105', 'RS009', 'RS011', 'RS008', 'FG101', 'FG009']"
1055,2020-07-21,"['OI009', 'OI011', 'OI101', 'OI103', 'OI105', 'RS009', 'RS011', 'RS008', 'FG101', 'FG009']"
1056,2020-07-22,"['OI009', 'OI011', 'OI101', 'OI103', 'OI105', 'RS009', 'RS011', 'CF101', 'CF105', 'CY012']"
1057,2020-07-23,"['OI009', 'OI011', 'OI101', 'OI103', 'OI105', 'CY104', 'RS009', 'RS011', 'CF101', 'CF105']"
1058,2020-07-24,"['OI009', 'OI011', 'OI101', 'CY104', 'RS009', 'RS011', 'RS008', 'CF101', 'CF105', 'CF011']"
1059,2020-07-27,"['CY104', 'RS011', 'CF103', 'PM101', 'PM103', 'FG010', 'PM009', 'MA105', 'UR009', 'UR010']"
1060,2020-07-28,"['CY104', 'PM101', 'PM103', 'FG101', 'FG012', 'FG010', 'FG011', 'FG105', 'FG104', 'PM009']"
1061,2020-07-29,"['RS009', 'RS008', 'PM101', 'PM103', 'FG104', 'WH009', 'WH101', 'UR008', 'SA104', 'JR011']"
1062,2020-07-30,"['OI105', 'RS009', 'PM101', 'PM103', 'FG009', 'FG008', 'FG010', 'FG104', 'UR010', 'UR011']"
1063,2020-07-31,"['OI011', 'OI101', 'OI103', 'OI105', 'RS009', 'FG009', 'FG008', 'FG012', 'FG101', 'FG010']"
1064,2020-08-03,"['OI009', 'OI011', 'OI101', 'OI103', 'RS008', 'OI105', 'RS009', 'FG009', 'FG008', 'FG102']"
1065,2020-08-04,"['OI009', 'OI011', 'OI101', 'RS008', 'OI103', 'OI105', 'RS011', 'FG009', 'FG008', 'FG012']"
1066,2020-08-05,"['OI011', 'OI009', 'RS008', 'OI101', 'OI103', 'OI105', 'RS011', 'FG009', 'FG012', 'FG102']"
1067,2020-08-06,"['RS008', 'OI011', 'OI009', 'OI101', 'RS011', 'FG009', 'FG010', 'FG012', 'FG102', 'FG103']"
1068,2020-08-07,"['RS008', 'FG010', 'FG009', 'FG012', 'UR009', 'FG101', 'FG102', 'FG011', 'FG103', 'UR008']"
1069,2020-08-10,"['RS008', 'RS011', 'FG010', 'FG012', 'UR009', 'FG011', 'UR008', 'FG105', 'FG104', 'UR010']"
1070,2020-08-11,"['RS008', 'RS011', 'FG010', 'FG012', 'FG011', 'FG101', 'FG103', 'FG104', 'FG105', 'FG106']"
1071,2020-08-12,"['RS008', 'RS011', 'FG010', 'FG012', 'FG009', 'FG011', 'FG101', 'FG008', 'FG102', 'FG103']"
1072,2020-08-13,"['RS008', 'RS009', 'RS011', 'FG010', 'FG011', 'FG012', 'FG009', 'FG101', 'FG008', 'FG102']"
1073,2020-08-14,"['RS008', 'RS009', 'FG010', 'FG011', 'FG012', 'FG101', 'FG102', 'FG008', 'FG104', 'FG105']"
1074,2020-08-17,"['RS009', 'FG011', 'FG010', 'FG012', 'FG101', 'FG102', 'FG104', 'FG105', 'FG103', 'CF103']"
1075,2020-08-18,"['RS009', 'RS011', 'FG011', 'FG010', 'CF103', 'CF101', 'CF105', 'FG106', 'CF009', 'CF011']"
1076,2020-08-19,"['RS011', 'FG011', 'CF103', 'FG010', 'FG012', 'FG009', 'FG101', 'CF101', 'CF105', 'FG105']"
1077,2020-08-20,"['RS011', 'CF103', 'FG011', 'FG010', 'FG012', 'CF101', 'FG101', 'CF009', 'CF011', 'FG102']"
1078,2020-08-21,"['SR105', 'SF101', 'SF010', 'SF011', 'SF105', 'SF012', 'SF009', 'SA010', 'SA011', 'SA012']"
1079,2020-08-24,"['CF101', 'SF101', 'SF010', 'SF105', 'SF011', 'SF012', 'SF009', 'SA010', 'SA011', 'SF102']"
1080,2020-08-25,"['AP105', 'CF105', 'CF101', 'SR105', 'SF101', 'CF011', 'SF010', 'CF009', 'SR101', 'SF105']"
1081,2020-08-26,"['AP105', 'CF105', 'CF101', 'SR105', 'CF011', 'SR103', 'SR101', 'SA010', 'SA011', 'AP103']"
1082,2020-08-27,"['AP105', 'CF105', 'SR105', 'SR103', 'SR101', 'AP103', 'SA010', 'SA011', 'SF102', 'SR011']"
1083,2020-08-28,"['CF105', 'CF101', 'CF011', 'CF009', 'SR105', 'SR103', 'SR101', 'SF105', 'SA010', 'SA011']"
1084,2020-08-31,"['CF105', 'CF101', 'CF011', 'SR105', 'SR103', 'SA010', 'SA011', 'SR011', 'SA009', 'SA102']"
1085,2020-09-01,"['CF107', 'CF105', 'CF101', 'CF011', 'CF009', 'SR105', 'SR107', 'SA010', 'SA011', 'SA009']"
1086,2020-09-02,"['CF107', 'CF101', 'CF105', 'CF011', 'CF009', 'SA010', 'SA011', 'SA009', 'SA012', 'SA101']"
1087,2020-09-03,"['CF107', 'CF101', 'CF105', 'SA010', 'SA011', 'CF011', 'CF009', 'SA009', 'SA012', 'SA101']"
1088,2020-09-04,"['SA010', 'SA011', 'SA009', 'CF009', 'SA012', 'SA101', 'SA102', 'SR011', 'SA103', 'SF102']"
1089,2020-09-07,"['SA010', 'SA011', 'SA009', 'SA012', 'SF102', 'SF107', 'RI009', 'MA101', 'MA011', 'MA012']"
1090,2020-09-08,"['SA010', 'SA011', 'SA009', 'SA012', 'SA101', 'SR011', 'SA103', 'SF107', 'RI009', 'MA011']"
1091,2020-09-09,"['SA009', 'SR011', 'CJ101', 'SF107', 'RI009', 'AP101', 'MA011', 'MA101', 'CJ105', 'MA012']"
1092,2020-09-10,"['SA009', 'OI009', 'CJ101', 'SR011', 'RI009', 'AP101', 'RI011', 'RI105', 'RI107', 'RI103']"
1093,2020-09-11,"['OI009', 'SA009', 'RI009', 'RI011', 'RI105', 'AP101', 'RI107', 'RI103', 'RI101', 'RM107']"
1094,2020-09-14,"['OI009', 'SA010', 'SA011', 'SA009', 'SA012', 'RI009', 'RI105', 'RI011', 'RI107', 'RI103']"
1095,2020-09-15,"['SA010', 'SA011', 'SA012', 'CY010', 'OI107', 'SR011', 'RI105', 'RI011', 'RI107', 'RI103']"
1096,2020-09-16,"['CY010', 'CY012', 'CY011', 'CJ105', 'CJ103', 'OI107', 'SR011', 'RI105', 'RI011', 'RI103']"
1097,2020-09-17,"['CY010', 'CY012', 'CY011', 'CJ105', 'CJ103', 'SR011', 'OI107', 'RI105', 'RI011', 'RI103']"
1098,2020-09-18,"['CY010', 'CY012', 'CY011', 'CJ101', 'CJ105', 'CJ103', 'SF107', 'CJ107', 'SR011', 'OI107']"
1099,2020-09-21,"['CY010', 'CY012', 'CY011', 'CJ101', 'CJ105', 'CJ103', 'OI101', 'OI103', 'SR011', 'OI107']"
1100,2020-09-22,"['CY010', 'CY012', 'CY011', 'CJ101', 'OI011', 'OI101', 'OI103', 'OI107', 'CJ105', 'CJ103']"
1101,2020-09-23,"['CY011', 'OI011', 'OI103', 'OI101', 'OI105', 'OI107', 'RM105', 'RM107', 'RM101', 'RM103']"
1102,2020-09-24,"['CY010', 'CY012', 'CY011', 'OI011', 'OI101', 'OI103', 'OI105', 'JR105', 'JR107', 'ZC011']"
1103,2020-09-25,"['ZC011', 'ZC106', 'ZC104', 'ZC103', 'ZC108', 'JR011', 'LR103', 'LR105', 'WH105', 'FG010']"
1104,2020-09-28,"['ZC011', 'ZC106', 'ZC104', 'JR011', 'ZC108', 'ZC103', 'LR103', 'LR105', 'LR101', 'LR011']"
1105,2020-09-29,"['ZC011', 'ZC010', 'ZC106', 'ZC108', 'ZC104', 'ZC103', 'LR103', 'LR105', 'LR101', 'LR011']"
1106,2020-09-30,"['ZC011', 'ZC010', 'ZC108', 'ZC106', 'ZC104', 'ZC103', 'ZC107', 'LR103', 'LR105', 'LR101']"
1107,2020-10-09,"['ZC011', 'ZC108', 'LR105', 'LR103', 'LR101', 'LR011', 'FG010', 'UR012', 'LR107', 'SF011']"
1108,2020-10-12,"['OI011', 'OI101', 'OI103', 'CY108', 'CY106', 'CY107', 'CY105', 'CF101', 'CY102', 'CY101']"
1109,2020-10-13,"['OI011', 'OI101', 'CY108', 'OI103', 'CY105', 'CY106', 'CY107', 'CF101', 'CF103', 'CY101']"
1110,2020-10-14,"['OI011', 'CY108', 'CY105', 'CY107', 'CY106', 'OI101', 'CF101', 'CF103', 'CY101', 'CY103']"
1111,2020-10-15,"['CY108', 'CY105', 'CY107', 'CY106', 'CF101', 'CY101', 'CY103', 'CY102', 'CF103', 'OI011']"
1112,2020-10-16,"['CY105', 'CY108', 'CY107', 'CY106', 'CY101', 'CY103', 'CY102', 'CF101', 'CF103', 'CF011']"
1113,2020-10-19,"['CY101', 'CY103', 'CY105', 'CY102', 'CY106', 'CY107', 'CY108', 'CF101', 'CF011', 'CF103']"
1114,2020-10-20,"['CY101', 'CY103', 'CY102', 'CY104', 'CY105', 'CY108', 'CY107', 'CY106', 'CF101', 'CF011']"
1115,2020-10-21,"['CY101', 'CY103', 'CY104', 'CY102', 'CY105', 'CF101', 'CF011', 'CY108', 'CY107', 'CY106']"
1116,2020-10-22,"['CY104', 'CY101', 'CY103', 'CY102', 'CF011', 'CF101', 'CF103', 'CF105', 'CF107', 'CY010']"
1117,2020-10-23,"['LR011', 'LR103', 'LR105', 'SF011', 'LR101', 'LR107', 'PM101', 'PM011', 'RM103', 'RM105']"
1118,2020-10-26,"['LR011', 'LR105', 'LR103', 'LR101', 'LR107', 'PM101', 'PM011', 'SF102', 'PM105', 'RM108']"
1119,2020-10-27,"['WH103', 'SF102', 'CJ012', 'WH101', 'OI105', 'CJ103', 'UR011', 'OI107', 'FG101', 'FG012']"
1120,2020-10-28,"['OI103', 'CJ012', 'RM107', 'SF102', 'OI105', 'RM108', 'UR011', 'JR101', 'UR012', 'JR107']"
1121,2020-10-29,"['CY104', 'CY101', 'CY103', 'CY102', 'CF011', 'CF101', 'CF103', 'CF105', 'CY105', 'CY012']"
1122,2020-10-30,"['CY108', 'CY107', 'OI103', 'SF011', 'OI105', 'JR101', 'SF101', 'UR011', 'SF103', 'JR107']"
1123,2020-11-02,"['CY108', 'CY107', 'OI101', 'OI103', 'OI105', 'JR101', 'RS011', 'OI107', 'JR107', 'UR011']"
1124,2020-11-03,"['OI103', 'OI101', 'LR011', 'OI105', 'RS011', 'OI107', 'UR011', 'UR012', 'UR101', 'UR107']"
1125,2020-11-04,"['OI103', 'OI101', 'OI105', 'RS011', 'LR011', 'OI107', 'LR103', 'LR105', 'LR101', 'LR107']"
1126,2020-11-05,"['OI103', 'OI101', 'OI105', 'OI011', 'OI107', 'LR011', 'RS108', 'UR102', 'PM103', 'UR103']"
1127,2020-11-06,"['OI103', 'OI101', 'OI105', 'OI011', 'OI107', 'LR011', 'RS108', 'UR102', 'MA108', 'SF107']"
1128,2020-11-09,"['OI103', 'OI101', 'OI105', 'OI011', 'OI107', 'LR011', 'RS108', 'UR102', 'UR107', 'UR104']"
1129,2020-11-10,"['OI011', 'RS109', 'UR011', 'UR102', 'FG011', 'UR101', 'UR104', 'UR107', 'FG012', 'MA109']"
1130,2020-11-11,"['OI011', 'RS109', 'UR012', 'FG011', 'UR102', 'FG012', 'UR104', 'MA108', 'MA109', 'MA105']"
1131,2020-11-12,"['OI011', 'RS109', 'FG011', 'FG012', 'MA108', 'MA109', 'UR104', 'MA105', 'MA103', 'MA104']"
1132,2020-11-13,"['OI011', 'OI103', 'OI101', 'OI105', 'OI107', 'OI109', 'FG011', 'SM011', 'FG012', 'MA108']"
1133,2020-11-16,"['OI103', 'OI101', 'OI105', 'OI107', 'OI109', 'FG012', 'SM101', 'MA108', 'MA105', 'MA104']"
1134,2020-11-17,"['OI103', 'OI101', 'OI105', 'OI109', 'FG012', 'MA103', 'MA102', 'MA101', 'MA104', 'MA105']"
1135,2020-11-18,"['OI103', 'OI101', 'OI105', 'OI107', 'OI109', 'MA101', 'FG012', 'MA102', 'MA103', 'MA104']"
1136,2020-11-19,"['OI107', 'OI109', 'MA101', 'MA102', 'MA103', 'FG012', 'MA012', 'MA104', 'MA105', 'MA106']"
1137,2020-11-20,"['MA101', 'MA102', 'MA012', 'MA103', 'FG012', 'MA104', 'MA105', 'MA106', 'MA107', 'SF101']"
1138,2020-11-23,"['MA101', 'MA012', 'MA102', 'MA103', 'MA104', 'SF101', 'FG012', 'MA105', 'MA106', 'MA107']"
1139,2020-11-24,"['MA101', 'MA012', 'MA102', 'MA103', 'SF101', 'MA104', 'MA105', 'FG012', 'MA106', 'SF012']"
1140,2020-11-25,"['MA101', 'SF101', 'SM102', 'MA107', 'SF012', 'MA109', 'SF102', 'SF105', 'SF103', 'SM107']"
1141,2020-11-26,"['CY108', 'CY107', 'MA101', 'MA012', 'MA102', 'MA103', 'MA104', 'SM102', 'MA105', 'MA106']"
1142,2020-11-27,"['SM102', 'MA105', 'MA109', 'SF105', 'SF102', 'SM107', 'SF103', 'SF109', 'FG102', 'FG107']"
1143,2020-11-30,"['CY108', 'CY107', 'SF101', 'SM102', 'SF012', 'SF105', 'SF102', 'SM107', 'SF109', 'SF103']"
1144,2020-12-01,"['CY108', 'CY107', 'CY109', 'SF101', 'SF105', 'SF012', 'MA103', 'SM102', 'SF102', 'MA104']"
1145,2020-12-02,"['CY108', 'CY107', 'CY109', 'SF101', 'CY105', 'CY106', 'MA012', 'MA101', 'SF105', 'SF012']"
1146,2020-12-03,"['CY109', 'CY108', 'CY107', 'CY105', 'CY106', 'SF101', 'SF012', 'SF105', 'CF109', 'SF102']"
1147,2020-12-04,"['SF101', 'SF105', 'SF012', 'SF102', 'SF104', 'SF103', 'SF108', 'TA104', 'TA107', 'TA106']"
1148,2020-12-07,"['SF101', 'SF012', 'SF105', 'SF102', 'SF103', 'SF104', 'SF108', 'SF109', 'SM102', 'TA104']"
1149,2020-12-08,"['CY109', 'CY108', 'CY107', 'CY105', 'CY106', 'SF101', 'SF102', 'SF012', 'CF109', 'SF105']"
1150,2020-12-09,"['CY109', 'CY108', 'CY107', 'CY105', 'SF101', 'CY106', 'SF102', 'SF012', 'SF105', 'CF109']"
1151,2020-12-10,"['CY109', 'CY110', 'SF101', 'CY108', 'CY107', 'CY105', 'CY106', 'SF102', 'SF012', 'CF109']"
1152,2020-12-11,"['CY109', 'CY110', 'CY108', 'CY107', 'CY105', 'CY106', 'SF012', 'SF105', 'CF109', 'SF108']"
1153,2020-12-14,"['CY109', 'CY110', 'SF105', 'SF108', 'CF109', 'CF107', 'CF105', 'SF107', 'SF109', 'CF103']"
1154,2020-12-15,"['CY109', 'CY110', 'CY108', 'CY107', 'CY105', 'CY106', 'SF105', 'SF104', 'SF108', 'CF109']"
1155,2020-12-16,"['CY109', 'CY110', 'CY108', 'CY107', 'SF103', 'CY105', 'SF105', 'CY106', 'SF104', 'SF108']"
1156,2020-12-17,"['CY109', 'CY110', 'CY108', 'CY107', 'CY105', 'CY106', 'SF105', 'SF104', 'SF108', 'SF106']"
1157,2020-12-18,"['CY109', 'CY110', 'CY108', 'CY107', 'CY105', 'CY106', 'SF105', 'SF104', 'SF106', 'CF109']"
1158,2020-12-21,"['CY109', 'CY110', 'SF102', 'CY108', 'SF101', 'CY107', 'SF103', 'CY105', 'SF106', 'CY106']"
1159,2020-12-22,"['CY109', 'CY110', 'SF102', 'SF106', 'CY108', 'SF103', 'CY107', 'SF101', 'CY105', 'SF104']"
1160,2020-12-23,"['SF106', 'SF105', 'SF107', 'SF104', 'SF102', 'SF103', 'SM107', 'SF108', 'SM105', 'SM104']"
1161,2020-12-24,"['SF106', 'SF107', 'SF105', 'SF104', 'SM107', 'SF108', 'SM108', 'SF109', 'SM106', 'SM110']"
1162,2020-12-25,"['SF106', 'SF107', 'SF105', 'SF104', 'SF108', 'SF109', 'SM108', 'SM106', 'SM110', 'SM109']"
1163,2020-12-28,"['SF106', 'SF107', 'SF105', 'SF104', 'SF108', 'SF109', 'SF103', 'SM105', 'SM108', 'SM106']"
1164,2020-12-29,"['SF106', 'SF107', 'SF105', 'SF104', 'SF108', 'SF109', 'CY104', 'SF103', 'SM106', 'SM105']"
1165,2020-12-30,"['CY104', 'SF108', 'SM102', 'CF101', 'OI107', 'OI109', 'OI105', 'OI103', 'SR107', 'SR105']"
1166,2020-12-31,"['CY104', 'SM110', 'SM105', 'SM104', 'SM103', 'SM101', 'CF101', 'OI107', 'OI109', 'OI105']"
1167,2021-01-04,"['CY104', 'CF101', 'OI107', 'OI111', 'OI109', 'OI105', 'OI103', 'RM105', 'RM107', 'SR107']"
1168,2021-01-05,"['CY104', 'SM105', 'SM104', 'SM103', 'OI107', 'CF101', 'OI111', 'OI109', 'SM102', 'OI105']"
1169,2021-01-06,"['CY104', 'SF106', 'SF111', 'SF107', 'SF105', 'SF108', 'SF110', 'SF104', 'SF109', 'SM107']"
1170,2021-01-07,"['CY104', 'SF106', 'SF111', 'SF107', 'SF110', 'SF108', 'SF109', 'SF105', 'SF104', 'SM107']"
1171,2021-01-08,"['CY104', 'SF106', 'SF111', 'SF107', 'SF110', 'CY101', 'CY103', 'CY102', 'SF109', 'SF108']"
1172,2021-01-11,"['CY104', 'CY101', 'CY103', 'CY102', 'SF106', 'SF111', 'SF110', 'SF107', 'SF109', 'SF108']"
1173,2021-01-12,"['CY104', 'CY101', 'CY103', 'CY102', 'SF110', 'SF106', 'SF111', 'SF107', 'SF109', 'SF108']"
1174,2021-01-13,"['SF110', 'SF111', 'SF106', 'SF109', 'SF107', 'SF108', 'OI107', 'OI103', 'OI105', 'SF104']"
1175,2021-01-14,"['SF110', 'SF111', 'SF109', 'SF108', 'OI103', 'SF104', 'SF102', 'SF105', 'SF103', 'OI101']"
1176,2021-01-15,"['CY104', 'CY101', 'CY103', 'CY102', 'SF110', 'SF109', 'SF108', 'SF111', 'SF102', 'SF104']"
1177,2021-01-18,"['SF110', 'SF108', 'SF103', 'SM111', 'SM110', 'PF110', 'JR105', 'RM105', 'RM107', 'RM109']"
1178,2021-01-19,"['CY104', 'CY103', 'CY102', 'SM110', 'CF111', 'JR105', 'CJ109', 'CJ107', 'CJ105', 'RM111']"
1179,2021-01-20,"['CY104', 'CY103', 'CY102', 'JR105', 'PF109', 'CY108', 'PF111', 'PF108', 'CY107', 'PF106']"
1180,2021-01-21,"['CY103', 'CY102', 'SM102', 'SM108', 'SM109', 'SM103', 'SM104', 'SM105', 'SM106', 'JR105']"
1181,2021-01-22,"['CY103', 'CY102', 'RS107', 'SM102', 'JR105', 'PF111', 'PF109', 'PF108', 'PF107', 'PF106']"
1182,2021-01-25,"['CY103', 'CY102', 'RS107', 'PM105', 'UR105', 'UR106', 'UR103', 'UR102', 'FG111', 'MA110']"
1183,2021-01-26,"['RS107', 'UR103', 'UR105', 'UR106', 'UR104', 'UR102', 'UR107', 'UR108', 'UR110', 'UR111']"
1184,2021-01-27,"['RS107', 'JR111', 'JR109', 'UR104', 'UR102', 'UR105', 'UR106', 'UR103', 'WH105', 'UR109']"
1185,2021-01-28,"['JR111', 'JR109', 'UR104', 'UR103', 'UR105', 'WH103', 'UR106', 'WH105', 'UR109', 'UR107']"
1186,2021-01-29,"['UR102', 'UR104', 'UR103', 'UR105', 'UR106', 'UR108', 'UR109', 'UR107', 'UR110', 'UR111']"
1187,2021-02-01,"['UR102', 'UR104', 'UR103', 'UR106', 'UR105', 'WH103', 'UR108', 'UR107', 'UR109', 'UR110']"
