,0
0,1.0007569581235367
1,1.0100199623601263
2,1.0124640578715838
3,1.015423050077991
4,1.0184767498171257
5,1.0273108541887592
6,1.0364260886976453
7,1.027499567745733
8,1.0342529852260955
9,1.033251700363815
10,1.0343582199422516
11,1.031856727908188
12,1.03233645634015
13,1.0337947051299072
14,1.0348095339524537
15,1.0427471439635891
16,1.0427727554995547
17,1.0392729158266787
18,1.043719233691689
19,1.041472382794904
