,0
425,115520494.99321908
426,116181722.07719974
427,116694705.70066035
428,116383271.27376516
429,116017987.71143192
430,116619517.77601011
431,116950863.45804697
432,116950863.45804697
433,117101595.80653304
434,117101595.80653304
435,116782614.96541801
436,116933382.50012188
437,116985963.26539008
438,117334298.22540148
439,117269017.23765478
440,117172804.59825163
441,116167061.58944461
442,116770343.84466808
443,117115417.00266692
444,116525298.74269938
445,115600217.85471171
446,117648338.6239075
447,117862522.95950274
448,118350260.4380415
449,119124102.18111573
450,119151509.09532006
451,119343385.09813796
452,119851565.83357833
453,120323949.7641264
454,121134708.62407723
455,120503088.10571048
456,120754897.53905214
457,120547517.38090691
458,120511636.69496273
459,120916251.89917056
460,120692455.36296068
461,120746236.17937104
462,120681137.70366348
463,120874752.65253909
464,120245692.77113275
465,119656634.664824
466,119397163.58335787
467,119153985.44753161
468,119163304.55178495
469,119743948.76685967
470,119253224.29587097
471,119000195.49032275
472,118981088.8059652
473,119491926.50834925
474,119511075.84956688
475,119608230.6834719
476,120906785.56931007
477,120179896.66835278
478,120150193.8401454
479,120550739.47771515
480,120344209.3206217
481,120515176.7341367
482,120369164.67205192
483,120303340.26353596
484,119116397.66160564
485,119331007.44904353
486,118921629.265623
487,119443755.8371109
488,119138868.83727048
489,119418448.10325651
490,119049702.5190181
491,118909501.96252747
492,119686316.8992068
493,120023101.21121022
494,120807562.73402926
495,118299789.89013086
496,118246813.97704707
497,117963520.09616733
498,117312420.10814469
499,118463923.06459343
500,118862918.22997369
501,118490590.65358528
502,118565727.36294076
503,118312655.3599605
504,118016147.55130674
505,117803232.99082957
506,118658062.87891282
507,118075567.00210188
508,117663607.65159562
509,117168204.13222887
510,116923882.73720555
511,116830656.69786896
512,116603590.03226255
513,116479008.92844398
514,116929075.44283728
515,117673593.07712908
516,117172583.99500981
517,117584127.04729302
518,118025080.8455874
519,117721218.66942786
520,117135303.39371298
521,116985375.53967568
522,116733196.7780639
523,117163434.14415263
524,117859099.82769188
525,116704348.84960768
526,116373560.05224197
527,117309671.58473685
528,117534636.61443181
529,118417397.292444
530,118821779.50956486
531,118868636.24659313
532,118894280.75743978
533,118552740.25471194
534,119340051.87970497
535,119394372.88032246
536,119582988.81916493
537,119675337.8037284
538,119010216.42508684
539,119194908.67807002
540,118637822.56863767
541,118690988.0810605
542,118630647.5393805
543,118780856.47996227
544,118471256.57365717
545,118786495.24265848
546,119032405.64499798
547,118720611.28161903
548,118669798.75530359
549,118126019.59997746
550,117300685.22839345
551,117545799.26764478
552,117253519.83620103
553,115712289.97760396
554,115604859.26813671
555,115734618.18472715
556,115981408.50884569
557,116268937.89882547
558,116103145.24512003
559,115652202.93412969
560,115994380.84584054
561,116174518.9457109
562,116485025.6856367
563,116667346.47179615
564,115884823.32417347
565,115716195.19647174
566,116351100.98576093
567,115925241.10997987
568,115726095.27094908
569,115215265.68499589
570,115224789.95141335
571,114851793.54949465
572,115117714.1028922
573,114475575.35116085
574,115530261.67873178
575,115488202.9478368
576,116201687.06816605
577,115817079.08995168
578,115612839.54611126
579,114933300.05671802
580,115125448.4209229
581,115619804.0978358
582,115463580.51759534
583,115659173.76954594
584,115567529.29343039
585,114286869.31640399
586,113406776.71499886
587,113001195.75432411
588,112341269.62254038
589,112077297.59586014
590,112427568.4235643
591,112768506.27059239
592,113071387.172834
593,113596522.9690472
594,113487319.98989576
595,114268980.57636365
596,115044892.15500934
597,115032754.7442267
598,115375866.82870778
599,115387137.8247752
600,115504199.57527487
601,114995697.03056364
602,114198833.66320005
603,114484683.6501488
604,114147182.43103327
605,113420549.46533102
606,113800522.79541655
607,113808857.74196553
608,113601056.03379884
609,113460736.75317065
610,114098380.6822632
611,114949587.11053008
612,115081211.95894723
613,115545507.0553295
614,115262818.45155504
615,116302161.78339694
616,116102242.31501716
617,116066198.9970689
618,116020909.42736357
619,116147105.60111324
620,116177489.96800046
621,116612813.8653854
622,115972661.4018414
623,116682358.36861092
624,115849102.0702348
625,115852278.32742836
626,115653537.93641664
627,115922858.80172773
628,115776724.87683994
629,116455828.87503724
630,116667013.27712925
631,117336850.80395207
632,117812029.07107538
633,118770854.49235076
634,119208361.43078642
635,119602453.90001799
636,118773369.9226216
637,118548248.79526307
638,118309190.9377565
639,118548223.79291645
640,118214989.15119356
641,118480929.95901634
642,118622735.12806025
643,118533472.63783044
644,118475829.1811846
645,118195526.11153439
646,118645031.43202455
647,118945306.39389971
648,118924704.12824675
649,119711075.19070815
650,119673476.79863057
651,119406521.94507338
652,119090706.46640411
653,118449019.18315928
654,119395015.57506791
655,118104368.71617278
656,118734176.57972325
657,117572021.56759533
658,117705671.96566527
659,118482798.10604486
660,117994105.38108115
661,119903400.57792257
662,119599120.71301706
663,119683663.59215066
664,118937284.48450114
665,119159419.22073153
666,119399631.91502468
667,119347408.04219891
668,119701199.9342233
669,119497412.73437381
670,119154872.18151955
671,119859190.89075208
672,119763261.6057907
673,120385515.79394567
674,119912524.94533491
675,120411891.45183036
676,120285821.69639468
677,119998329.28865843
678,120039995.37521698
679,119163442.64115189
680,118665705.41110395
681,117993561.88028732
682,118002558.98914693
683,117636608.79609537
684,118191146.51955093
685,119352659.7170286
686,119178356.82898025
687,118610192.44950221
688,118387082.1492501
689,118066328.97101322
690,117894642.52884799
691,118682571.30870414
692,119289662.98795001
693,119723028.45243411
694,119702230.00701544
695,120015754.37023686
696,119383273.7539842
697,120213295.56679678
698,121036948.26085488
699,120653855.68976086
700,120980191.07411401
701,120730481.28676966
702,120425434.9971719
703,120562776.269945
704,121042503.55534299
705,121036499.70429191
706,121046280.66586982
707,121615317.70899816
708,121501587.52387567
709,122725714.92754985
710,122855571.27604751
711,123123664.58780885
712,122910654.73210892
713,123547485.62680863
714,124953356.82217044
715,125170994.55966462
716,125394750.94274388
717,125887773.25724116
718,126095776.64227961
719,126046294.78077772
720,124958688.48918158
721,124485207.85462701
722,123808790.83236383
723,124022683.37813278
724,124788409.37593442
725,123362476.65660898
726,123141384.98562987
727,122658198.56770448
728,123925330.445178
729,123268038.80432701
730,123004623.70778283
731,125312170.28701074
732,125138393.71463875
733,125093353.78339258
734,124632290.40246688
735,124597957.84905915
736,124624884.79107857
737,124771321.28430296
738,124602809.48326588
739,124936186.63493845
740,124342207.71734817
741,124878757.55173007
742,124540291.28277735
743,124487232.19480753
744,124300796.89174664
745,123825299.2010483
746,124644243.65691915
747,124901826.45996267
748,125589904.20492464
749,124868849.15293188
750,125118244.90772897
751,124952533.34568636
752,124981892.27723798
753,124859059.00778437
754,126412033.46884401
755,127248902.23428395
756,128087260.03380375
757,126782283.7425891
758,126354084.9147902
759,125561418.49965172
760,126046102.96087852
761,126029543.05463982
762,126164715.81605847
763,126176377.10434997
764,125903210.19712152
765,126464331.44414942
766,125878041.27287832
767,126118716.86049224
768,125981162.19342424
769,125702776.92996626
770,126199019.32504986
771,126516275.43749961
772,126740794.11618195
773,127004911.73745506
774,126836767.54715835
775,126819008.68441004
776,127403467.90583295
777,127703265.90969059
778,125971030.99829122
779,126458095.41944286
780,126820820.20331416
781,126681264.21256629
782,127501049.02605903
783,126521067.93865882
784,125908488.74279541
785,125887262.64765504
786,126025137.61036846
787,126253257.57803614
788,126768569.87314494
789,126662103.81329542
790,126443084.08362912
791,126449073.86769389
792,126477629.39347103
793,127062225.32827729
794,127055649.70803452
795,126841208.1762741
796,127013705.73869194
797,127107355.12353529
798,127407956.72057101
799,127631283.55093135
800,128158648.93136396
801,127537877.55526891
802,127407946.49767402
803,127140201.13196562
804,126590637.7638535
805,126675336.90319842
806,126675336.90319842
807,126723975.0306096
808,126397519.1972454
809,126724979.9344294
810,126717706.65079509
811,126790742.81653714
812,126923083.05541272
813,126830740.32974678
814,127272619.17584819
815,126511721.0412594
816,125519889.13526145
817,126086173.62888642
818,126560172.42056215
819,126035354.98050363
820,125879015.47404216
821,125609658.25711235
822,125922615.53920044
823,126131918.80825797
824,125705599.5753397
825,125208975.70628676
826,124444804.56021477
827,124487835.26718579
828,124164672.92438443
829,123901067.39990667
830,124017539.75285204
831,124560509.39514793
832,124254038.9247704
833,123957268.36802588
834,123880649.20420751
835,123813477.42639498
836,124049344.61840963
837,124047032.23365209
838,124518876.15814242
839,124370078.15539321
840,124283112.83461702
841,124405396.81831588
842,124231524.84512466
843,123824670.50993066
844,123465619.86551675
845,123291510.02255891
846,122795332.53343557
847,122689908.06305082
848,122980884.92227842
849,123742045.44757248
850,123545057.52095744
851,124007335.88726301
852,123559662.28575568
853,123581423.40979332
854,123575980.2533711
855,123340402.77554394
856,123253967.53635369
857,123955292.39930114
858,124847447.737494
859,124656997.61055869
860,124604055.6173983
861,124611242.57854101
862,124656072.34193358
863,124297564.37710682
864,124594375.43649904
865,124782666.72482532
866,125133996.3873481
867,124996824.50098608
868,125057241.28055857
869,124994486.21356435
870,125584549.85859121
871,125331694.62140411
872,125364810.27085489
873,125495236.74820915
874,125451435.02517787
875,125545620.29061463
876,126135194.17862433
877,126649163.07105578
878,126179749.28214651
879,126107387.35151885
880,125710820.3312724
881,126072439.24451987
882,125572452.20234218
883,125171520.21631122
884,125682808.1523918
885,126567881.7958983
886,126493320.17054978
887,127082100.7229909
888,127750733.01924509
889,126335299.56417288
890,126589411.03621453
891,126997936.77812308
892,126454680.38562363
893,126382690.49068414
894,126321024.27590124
895,126603949.8711303
896,125983265.30642244
897,126039879.03451517
898,125843733.0611096
899,125654128.15539862
900,125384201.33119772
901,125277851.13451569
902,125214148.2400391
903,125321576.62901257
904,125670523.34054404
905,126159908.93280013
906,125805716.67510109
907,125168402.48447473
908,127810558.38162103
909,127745428.59290409
910,127928460.52434376
911,127993735.56916669
912,128187029.8688771
913,128232843.67512044
914,128176846.80015315
915,128239108.59638672
916,128635928.94273964
917,128641788.28176409
918,128575237.95156142
919,128709930.37868264
920,128739468.92415494
921,128704895.67932424
922,128763629.5421938
923,128886471.56379442
924,128745339.6329893
925,128744907.10816355
926,128832236.54597227
927,128820521.67624395
928,128820521.67624395
929,129515677.97557965
930,127926802.10968532
931,127497794.27215028
932,127620299.17084824
933,126701764.39355437
934,126855563.24544404
935,126591410.09113775
936,126874093.92070909
937,126127566.22794084
938,126310495.1987989
939,125960003.2766704
940,126241750.7563515
941,126126365.0993547
942,125648382.33844247
943,125976713.94503723
944,126255978.90615246
945,127031847.22844587
946,126846939.15387753
947,127265850.85582209
948,127350640.04681942
949,127590647.10927226
950,127841910.47936817
951,128061850.06860167
952,127837112.35838404
953,127880014.31732853
954,127914718.7394389
955,127753880.22011784
956,128046442.91421224
957,128232273.16394132
958,128516199.77432172
959,127987784.01803562
960,128373009.60019356
961,128756171.54728217
962,128302617.3866508
963,128230008.92172438
964,128099640.5932136
965,127922918.83276302
966,128214877.01333737
967,128308516.1336207
968,128443536.69396374
969,128600737.42970058
970,128577191.66757256
971,129171616.21934399
972,128895950.3462123
973,128910658.09208652
974,128411913.60600866
975,128827551.12096436
976,129215863.35399434
977,129123781.96942592
978,129884051.02471721
979,130021944.2962242
980,130150746.59302604
981,130418780.3046626
982,129580687.01476973
983,129695794.0350455
984,129820616.5654921
985,130390878.64072175
986,131162794.58954877
987,131191773.01076573
988,131978957.04978536
989,131771830.61189291
990,133034841.83491018
991,133458761.12078758
992,133339179.99405968
993,133370392.70195849
994,134105048.53786157
995,133983392.33080608
996,134383329.8072662
997,135136278.2478903
998,135282072.22246113
999,134881966.33859766
1000,134807006.7591328
1001,135347592.77806365
1002,135614275.73732638
1003,135251039.40505883
1004,135372713.18246356
1005,135680562.78344762
1006,135042275.05349725
1007,134576334.22810996
1008,134834273.28568769
1009,134526471.33921057
1010,133544846.92642629
1011,134536530.20858213
1012,134616484.54783326
1013,136227273.69075185
1014,136552054.90569407
1015,136291293.29013553
1016,135633153.89771715
1017,135839198.19947705
1018,136181614.69045705
1019,136134197.69369853
1020,135748186.11687866
1021,135510638.38950294
1022,135740963.19474265
1023,135744367.2700402
1024,136079343.21228528
1025,136084047.96572852
1026,136674973.42478508
1027,136938251.9029985
1028,136441400.176445
1029,135214816.1973387
1030,135641849.4838998
1031,133808408.3097702
1032,133661588.48051056
1033,132801429.94350952
1034,133003440.1485052
1035,132402610.00187074
1036,130220439.57527456
1037,129099377.94330004
1038,129349219.88796344
1039,129438099.51436608
1040,128733398.87140681
1041,131441149.61541682
1042,130050040.17264158
1043,127708516.67785932
1044,123769180.22700141
1045,122323422.46514614
1046,122466878.08067071
1047,125033086.67477596
1048,127091342.87710135
1049,126890227.24481422
1050,128535153.60429235
1051,130526507.49318828
1052,131858150.45751354
1053,131627239.22949935
1054,131699723.53309901
1055,131698969.5089794
1056,132646568.42402472
1057,131745101.39596395
1058,132872452.3556412
1059,131691544.90780891
1060,130451446.02776606
1061,130451446.02776606
1062,129963287.90787403
1063,129490597.32105115
1064,129838003.13009295
1065,129528489.1731632
1066,129307405.06763965
1067,129179043.33830737
1068,129101407.92511015
1069,129140301.31560788
1070,129344355.76223935
1071,129878545.66213545
1072,129245245.68872401
1073,128734443.037858
1074,128125184.92870006
1075,130111623.6867035
1076,130212898.3915146
1077,130745136.90067163
1078,131638489.11366767
1079,131593120.90628694
1080,131910868.35527684
1081,132420746.59522648
1082,132594339.82617891
1083,132379523.74899486
1084,132225262.48974039
1085,132405776.09431998
1086,130652883.91215971
1087,131880441.30583878
1088,132408040.52254468
1089,132197824.1762657
1090,132614740.23478773
1091,132840649.75945608
1092,132922994.89964712
1093,133372621.09222315
1094,133498482.78391139
1095,133613129.39391276
1096,133337569.59247075
1097,133510930.45147209
1098,131557333.66404329
1099,131067230.32651262
1100,130198084.48862949
1101,129155241.56378058
1102,130379361.51659133
1103,131945428.82424657
1104,131595112.38186938
1105,132566853.77459386
1106,133202407.91230766
1107,133275942.2515754
1108,132813261.46706831
1109,133134714.74687648
1110,133198589.90066996
1111,132860410.67925097
1112,134497174.10700244
1113,134379616.78180897
1114,135458770.0051976
1115,135548188.12695393
1116,135111287.00710136
1117,135619399.93427235
1118,136439564.45842975
1119,137172144.20344526
1120,136880663.75721657
1121,136959330.93355855
1122,136722359.59592578
1123,136796468.34562021
1124,136033984.9525356
1125,136418354.95178357
1126,136390160.02061793
1127,136874507.22871068
1128,136764610.14786342
1129,136677250.3578018
1130,136640270.58227208
1131,136263603.30005974
1132,135797351.03137824
1133,134312143.8990678
1134,134068959.23780711
1135,134280483.8631345
1136,135044506.43138608
1137,134282655.2085396
1138,134363245.12556675
1139,133623520.04225466
1140,133194120.499204
1141,132584351.36570144
1142,132490142.6250653
1143,132277086.50473252
1144,131718759.33505967
1145,131816967.43450892
1146,132860381.33226399
1147,132707461.72976021
1148,133442592.65924688
1149,133447902.4394634
1150,132873611.40940806
1151,133479439.56046022
1152,133875937.34773378
1153,134160880.99017549
1154,135650601.54258323
1155,135329874.99502343
1156,135743385.99388486
1157,136118246.9430792
1158,136202941.8704234
1159,136160943.52846584
1160,136188735.9019077
1161,134643831.27891156
1162,134224211.4433493
1163,134090928.21226613
1164,134639256.6740536
1165,135805933.32066354
1166,135468032.47461858
1167,135903546.3023077
1168,136941823.71985406
1169,136253162.15894413
1170,136048320.48887473
1171,135539669.07239553
1172,136268048.7883017
1173,136624137.11699516
1174,137040429.37640926
1175,136625616.1172122
1176,137059134.14992148
1177,137824945.1434538
1178,138104431.3152853
1179,138183150.22355303
1180,138195110.68890953
1181,138042764.54632956
1182,139036234.31853724
1183,140009080.6021401
1184,140097541.71229023
1185,140523779.20266244
1186,140052453.28406692
1187,139424820.4114011
1188,140090329.17658865
1189,140453870.28518417
1190,139502883.68879387
1191,138032576.91750392
1192,138776228.46076864
1193,139487103.79729557
1194,139454779.27908275
1195,139465701.46282586
1196,139561965.36462253
1197,139819325.91148522
1198,139224675.03102127
1199,139745427.21281996
1200,139323474.9857267
1201,139417304.79013184
1202,139800055.12794366
1203,139897510.90603852
1204,138557509.34435958
1205,138209912.2227625
1206,137682232.6138269
1207,138101957.91065478
1208,138705385.4539252
1209,138427652.97367343
1210,136630911.81545794
1211,136132359.5449342
1212,136697058.08190873
1213,136579187.8904406
1214,136503554.21612492
1215,137807208.62878132
1216,137617130.50255728
1217,137483780.53767022
1218,137262548.27570513
1219,137280991.95763138
1220,137588196.32283968
1221,137536459.97315583
1222,137537451.98144192
1223,136732000.34819737
1224,136571616.89548564
1225,136594573.8958096
1226,136646491.25884858
1227,137186838.27231178
1228,136414777.69236755
1229,135867561.36210945
1230,135376206.32108232
1231,135052439.60455993
1232,135021857.40923175
1233,134976389.69335926
1234,134984744.4450432
1235,134261646.51487494
1236,135039843.05029753
1237,136156751.63602328
1238,136594593.5367102
1239,136805597.55054465
1240,136295913.57814878
1241,136519216.73918745
1242,136572189.63937023
1243,137081942.8365031
1244,137616065.12055823
1245,137226813.8629789
1246,137566415.985955
1247,137681345.2687101
1248,137991364.07035184
1249,137567311.2123497
1250,139051993.97634777
1251,138313325.58080325
1252,139000956.28171006
1253,138644589.25167596
1254,138369532.73161033
1255,138901072.65182737
1256,139401938.06618547
1257,139934505.03545263
1258,140012499.1695849
1259,140383617.29995206
1260,139653205.9934452
1261,139817112.0735229
1262,139790712.81973276
1263,140517901.27565232
1264,140036305.23628658
1265,139932078.86718363
1266,140730591.189378
1267,140648696.37110367
1268,140655983.10425168
1269,140432813.7659229
1270,140116031.9752481
1271,140727800.21931395
1272,140654121.4895976
1273,140614713.60298452
1274,140438878.10000414
1275,139562420.26595417
1276,140345389.1055744
1277,140399693.91937894
1278,140630832.65337273
1279,140679216.6948364
1280,140815823.46100307
1281,140815823.46100307
1282,140465641.56723654
1283,140211781.042037
1284,140198539.771836
1285,139807875.18694428
1286,139657572.32519674
1287,139505281.98906842
1288,138004781.09544203
1289,136927471.79820427
1290,138701647.84042814
