DATE,AUD,NZD,USD,EUR,GBP,CAD,JPY,SGD,HKD,CHF,CNY
1/13/2017,1.78,1.98,0.9,-0.33,0.36,0.87,0.06,0.15,1.0,-0.7286,2.9
1/16/2017,1.78,1.98,0.9,-0.33,0.36,0.87,0.06,0.15,1.0,-0.7286,2.9
1/17/2017,1.78,1.98,0.9,-0.33,0.36,0.87,0.06,0.15,1.0,-0.7286,2.9
1/18/2017,1.78,1.98,0.9,-0.33,0.36,0.87,0.06,0.15,1.0,-0.7286,2.9
1/19/2017,1.78,1.98,0.9,-0.33,0.36,0.87,0.06,0.15,1.0,-0.7286,2.9
1/20/2017,1.78,1.98,0.9,-0.33,0.36,0.87,0.06,0.15,1.0,-0.7286,2.9
1/23/2017,1.78,1.98,0.9,-0.33,0.36,0.87,0.06,0.15,1.0,-0.7286,2.9
1/24/2017,1.78,1.98,0.9,-0.33,0.36,0.87,0.06,0.15,1.0,-0.7286,2.9
1/25/2017,1.78,1.98,0.9,-0.33,0.36,0.87,0.06,0.15,1.0,-0.7286,2.9
1/26/2017,1.78,1.98,0.9,-0.33,0.36,0.87,0.06,0.15,1.0,-0.7286,2.9
1/27/2017,1.78,1.98,0.9,-0.33,0.36,0.87,0.06,0.15,1.0,-0.7286,2.9
1/30/2017,1.78,1.98,0.9,-0.33,0.36,0.87,0.06,0.15,1.0,-0.7286,2.9
1/31/2017,1.78,1.98,0.9,-0.33,0.36,0.87,0.06,0.15,1.0,-0.7286,2.9
2/1/2017,1.78,2.02,0.87,-0.33,0.36,0.88,0.06,0.15,1.0,-0.7262,2.9
2/2/2017,1.78,2.02,0.87,-0.33,0.36,0.88,0.06,0.15,1.0,-0.7262,2.9
2/3/2017,1.78,2.02,0.87,-0.33,0.36,0.88,0.06,0.15,1.0,-0.7262,2.9
2/6/2017,1.78,2.02,0.87,-0.33,0.36,0.88,0.06,0.15,1.0,-0.7262,2.9
2/7/2017,1.78,2.02,0.87,-0.33,0.36,0.88,0.06,0.15,1.0,-0.7262,2.9
2/8/2017,1.78,2.02,0.87,-0.33,0.36,0.88,0.06,0.15,1.0,-0.7262,2.9
2/9/2017,1.78,2.02,0.87,-0.33,0.36,0.88,0.06,0.15,1.0,-0.7262,2.9
2/10/2017,1.78,2.02,0.87,-0.33,0.36,0.88,0.06,0.15,1.0,-0.7262,2.9
2/13/2017,1.78,2.02,0.87,-0.33,0.36,0.88,0.06,0.15,1.0,-0.7262,2.9
2/14/2017,1.78,2.02,0.87,-0.33,0.36,0.88,0.06,0.15,1.0,-0.7262,2.9
2/15/2017,1.78,2.02,0.87,-0.33,0.36,0.88,0.06,0.15,1.0,-0.7262,2.9
2/16/2017,1.78,2.02,0.87,-0.33,0.36,0.88,0.06,0.15,1.0,-0.7262,2.9
2/17/2017,1.78,2.02,0.87,-0.33,0.36,0.88,0.06,0.15,1.0,-0.7262,2.9
2/20/2017,1.78,2.02,0.87,-0.33,0.36,0.88,0.06,0.15,1.0,-0.7262,2.9
2/21/2017,1.78,2.02,0.87,-0.33,0.36,0.88,0.06,0.15,1.0,-0.7262,2.9
2/22/2017,1.78,2.02,0.87,-0.33,0.36,0.88,0.06,0.15,1.0,-0.7262,2.9
2/23/2017,1.78,2.02,0.87,-0.33,0.36,0.88,0.06,0.15,1.0,-0.7262,2.9
2/24/2017,1.78,2.02,0.87,-0.33,0.36,0.88,0.06,0.15,1.0,-0.7262,2.9
2/27/2017,1.78,2.02,0.87,-0.33,0.36,0.88,0.06,0.15,1.0,-0.7262,2.9
2/28/2017,1.78,2.02,0.87,-0.33,0.36,0.88,0.06,0.15,1.0,-0.7262,2.9
3/1/2017,1.79,1.98,0.98,-0.33,0.35,0.85,0.06,0.14,1.5,-0.7296,2.9
3/2/2017,1.79,1.98,0.98,-0.33,0.35,0.85,0.06,0.14,1.5,-0.7296,2.9
3/3/2017,1.79,1.98,0.98,-0.33,0.35,0.85,0.06,0.14,1.5,-0.7296,2.9
3/6/2017,1.79,1.98,0.98,-0.33,0.35,0.85,0.06,0.14,1.5,-0.7296,2.9
3/7/2017,1.79,1.98,0.98,-0.33,0.35,0.85,0.06,0.14,1.5,-0.7296,2.9
3/8/2017,1.79,1.98,0.98,-0.33,0.35,0.85,0.06,0.14,1.5,-0.7296,2.9
3/9/2017,1.79,1.98,0.98,-0.33,0.35,0.85,0.06,0.14,1.5,-0.7296,2.9
3/10/2017,1.79,1.98,0.98,-0.33,0.35,0.85,0.06,0.14,1.5,-0.7296,2.9
3/13/2017,1.79,1.98,0.98,-0.33,0.35,0.85,0.06,0.14,1.5,-0.7296,2.9
3/14/2017,1.79,1.98,0.98,-0.33,0.35,0.85,0.06,0.14,1.5,-0.7296,2.9
3/15/2017,1.79,1.98,0.98,-0.33,0.35,0.85,0.06,0.14,1.5,-0.7296,2.9
3/16/2017,1.79,1.98,0.98,-0.33,0.35,0.85,0.06,0.14,1.5,-0.7296,2.9
3/17/2017,1.79,1.98,0.98,-0.33,0.35,0.85,0.06,0.14,1.5,-0.7296,2.9
3/20/2017,1.79,1.98,0.98,-0.33,0.35,0.85,0.06,0.14,1.5,-0.7296,2.9
3/21/2017,1.79,1.98,0.98,-0.33,0.35,0.85,0.06,0.14,1.5,-0.7296,2.9
3/22/2017,1.79,1.98,0.98,-0.33,0.35,0.85,0.06,0.14,1.5,-0.7296,2.9
3/23/2017,1.79,1.98,0.98,-0.33,0.35,0.85,0.06,0.14,1.5,-0.7296,2.9
3/24/2017,1.79,1.98,0.98,-0.33,0.35,0.85,0.06,0.14,1.5,-0.7296,2.9
3/27/2017,1.79,1.98,0.98,-0.33,0.35,0.85,0.06,0.14,1.5,-0.7296,2.9
3/28/2017,1.79,1.98,0.98,-0.33,0.35,0.85,0.06,0.14,1.5,-0.7296,2.9
3/29/2017,1.79,1.98,0.98,-0.33,0.35,0.85,0.06,0.14,1.5,-0.7296,2.9
3/30/2017,1.79,1.98,0.98,-0.33,0.35,0.85,0.06,0.14,1.5,-0.7296,2.9
3/31/2017,1.79,1.98,0.98,-0.33,0.35,0.85,0.06,0.14,1.5,-0.7296,2.9
4/3/2017,1.77,1.97,1.03,-0.33,0.34,0.84,0.06,0.14,1.5,-0.73,2.9
4/4/2017,1.77,1.97,1.03,-0.33,0.34,0.84,0.06,0.14,1.5,-0.73,2.9
4/5/2017,1.77,1.97,1.03,-0.33,0.34,0.84,0.06,0.14,1.5,-0.73,2.9
4/6/2017,1.77,1.97,1.03,-0.33,0.34,0.84,0.06,0.14,1.5,-0.73,2.9
4/7/2017,1.77,1.97,1.03,-0.33,0.34,0.84,0.06,0.14,1.5,-0.73,2.9
4/10/2017,1.77,1.97,1.03,-0.33,0.34,0.84,0.06,0.14,1.5,-0.73,2.9
4/11/2017,1.77,1.97,1.03,-0.33,0.34,0.84,0.06,0.14,1.5,-0.73,2.9
4/12/2017,1.77,1.97,1.03,-0.33,0.34,0.84,0.06,0.14,1.5,-0.73,2.9
4/13/2017,1.77,1.97,1.03,-0.33,0.34,0.84,0.06,0.14,1.5,-0.73,2.9
4/14/2017,1.77,1.97,1.03,-0.33,0.34,0.84,0.06,0.14,1.5,-0.73,2.9
4/17/2017,1.77,1.97,1.03,-0.33,0.34,0.84,0.06,0.14,1.5,-0.73,2.9
4/18/2017,1.77,1.97,1.03,-0.33,0.34,0.84,0.06,0.14,1.5,-0.73,2.9
4/19/2017,1.77,1.97,1.03,-0.33,0.34,0.84,0.06,0.14,1.5,-0.73,2.9
4/20/2017,1.77,1.97,1.03,-0.33,0.34,0.84,0.06,0.14,1.5,-0.73,2.9
4/21/2017,1.77,1.97,1.03,-0.33,0.34,0.84,0.06,0.14,1.5,-0.73,2.9
4/24/2017,1.77,1.97,1.03,-0.33,0.34,0.84,0.06,0.14,1.5,-0.73,2.9
4/25/2017,1.77,1.97,1.03,-0.33,0.34,0.84,0.06,0.14,1.5,-0.73,2.9
4/26/2017,1.77,1.97,1.03,-0.33,0.34,0.84,0.06,0.14,1.5,-0.73,2.9
4/27/2017,1.77,1.97,1.03,-0.33,0.34,0.84,0.06,0.14,1.5,-0.73,2.9
4/28/2017,1.77,1.97,1.03,-0.33,0.34,0.84,0.06,0.14,1.5,-0.73,2.9
5/1/2017,1.73,1.98,1.05,-0.33,0.31,0.8,0.06,0.14,1.5,-0.7296,2.9
5/2/2017,1.73,1.98,1.05,-0.33,0.31,0.8,0.06,0.14,1.5,-0.7296,2.9
5/3/2017,1.73,1.98,1.05,-0.33,0.31,0.8,0.06,0.14,1.5,-0.7296,2.9
5/4/2017,1.73,1.98,1.05,-0.33,0.31,0.8,0.06,0.14,1.5,-0.7296,2.9
5/5/2017,1.73,1.98,1.05,-0.33,0.31,0.8,0.06,0.14,1.5,-0.7296,2.9
5/8/2017,1.73,1.98,1.05,-0.33,0.31,0.8,0.06,0.14,1.5,-0.7296,2.9
5/9/2017,1.73,1.98,1.05,-0.33,0.31,0.8,0.06,0.14,1.5,-0.7296,2.9
5/10/2017,1.73,1.98,1.05,-0.33,0.31,0.8,0.06,0.14,1.5,-0.7296,2.9
5/11/2017,1.73,1.98,1.05,-0.33,0.31,0.8,0.06,0.14,1.5,-0.7296,2.9
5/12/2017,1.73,1.98,1.05,-0.33,0.31,0.8,0.06,0.14,1.5,-0.7296,2.9
5/15/2017,1.73,1.98,1.05,-0.33,0.31,0.8,0.06,0.14,1.5,-0.7296,2.9
5/16/2017,1.73,1.98,1.05,-0.33,0.31,0.8,0.06,0.14,1.5,-0.7296,2.9
5/17/2017,1.73,1.98,1.05,-0.33,0.31,0.8,0.06,0.14,1.5,-0.7296,2.9
5/18/2017,1.73,1.98,1.05,-0.33,0.31,0.8,0.06,0.14,1.5,-0.7296,2.9
5/19/2017,1.73,1.98,1.05,-0.33,0.31,0.8,0.06,0.14,1.5,-0.7296,2.9
5/22/2017,1.73,1.98,1.05,-0.33,0.31,0.8,0.06,0.14,1.5,-0.7296,2.9
5/23/2017,1.73,1.98,1.05,-0.33,0.31,0.8,0.06,0.14,1.5,-0.7296,2.9
5/24/2017,1.73,1.98,1.05,-0.33,0.31,0.8,0.06,0.14,1.5,-0.7296,2.9
5/25/2017,1.73,1.98,1.05,-0.33,0.31,0.8,0.06,0.14,1.5,-0.7296,2.9
5/26/2017,1.73,1.98,1.05,-0.33,0.31,0.8,0.06,0.14,1.5,-0.7296,2.9
5/29/2017,1.73,1.98,1.05,-0.33,0.31,0.8,0.06,0.14,1.5,-0.7296,2.9
5/30/2017,1.73,1.98,1.05,-0.33,0.31,0.8,0.06,0.14,1.5,-0.7296,2.9
5/31/2017,1.73,1.98,1.05,-0.33,0.31,0.8,0.06,0.14,1.5,-0.7296,2.9
6/1/2017,1.72,1.95,1.16,-0.33,0.29,0.83,0.06,0.14,1.5,-0.73,2.9
6/2/2017,1.72,1.95,1.16,-0.33,0.29,0.83,0.06,0.14,1.5,-0.73,2.9
6/5/2017,1.72,1.95,1.16,-0.33,0.29,0.83,0.06,0.14,1.5,-0.73,2.9
6/6/2017,1.72,1.95,1.16,-0.33,0.29,0.83,0.06,0.14,1.5,-0.73,2.9
6/7/2017,1.72,1.95,1.16,-0.33,0.29,0.83,0.06,0.14,1.5,-0.73,2.9
6/8/2017,1.72,1.95,1.16,-0.33,0.29,0.83,0.06,0.14,1.5,-0.73,2.9
6/9/2017,1.72,1.95,1.16,-0.33,0.29,0.83,0.06,0.14,1.5,-0.73,2.9
6/12/2017,1.72,1.95,1.16,-0.33,0.29,0.83,0.06,0.14,1.5,-0.73,2.9
6/13/2017,1.72,1.95,1.16,-0.33,0.29,0.83,0.06,0.14,1.5,-0.73,2.9
6/14/2017,1.72,1.95,1.16,-0.33,0.29,0.83,0.06,0.14,1.5,-0.73,2.9
6/15/2017,1.72,1.95,1.16,-0.33,0.29,0.83,0.06,0.14,1.5,-0.73,2.9
6/16/2017,1.72,1.95,1.16,-0.33,0.29,0.83,0.06,0.14,1.5,-0.73,2.9
6/19/2017,1.72,1.95,1.16,-0.33,0.29,0.83,0.06,0.14,1.5,-0.73,2.9
6/20/2017,1.72,1.95,1.16,-0.33,0.29,0.83,0.06,0.14,1.5,-0.73,2.9
6/21/2017,1.72,1.95,1.16,-0.33,0.29,0.83,0.06,0.14,1.5,-0.73,2.9
6/22/2017,1.72,1.95,1.16,-0.33,0.29,0.83,0.06,0.14,1.5,-0.73,2.9
6/23/2017,1.72,1.95,1.16,-0.33,0.29,0.83,0.06,0.14,1.5,-0.73,2.9
6/26/2017,1.72,1.95,1.16,-0.33,0.29,0.83,0.06,0.14,1.5,-0.73,2.9
6/27/2017,1.72,1.95,1.16,-0.33,0.29,0.83,0.06,0.14,1.5,-0.73,2.9
6/28/2017,1.72,1.95,1.16,-0.33,0.29,0.83,0.06,0.14,1.5,-0.73,2.9
6/29/2017,1.72,1.95,1.16,-0.33,0.29,0.83,0.06,0.14,1.5,-0.73,2.9
6/30/2017,1.72,1.95,1.16,-0.33,0.29,0.83,0.06,0.14,1.5,-0.73,2.9
7/3/2017,1.7,1.96,1.22,-0.33,0.29,1.12,0.08,0.14,1.5,-0.7256,2.9
7/4/2017,1.7,1.96,1.22,-0.33,0.29,1.12,0.08,0.14,1.5,-0.7256,2.9
7/5/2017,1.7,1.96,1.22,-0.33,0.29,1.12,0.08,0.14,1.5,-0.7256,2.9
7/6/2017,1.7,1.96,1.22,-0.33,0.29,1.12,0.08,0.14,1.5,-0.7256,2.9
7/7/2017,1.7,1.96,1.22,-0.33,0.29,1.12,0.08,0.14,1.5,-0.7256,2.9
7/10/2017,1.7,1.96,1.22,-0.33,0.29,1.12,0.08,0.14,1.5,-0.7256,2.9
7/11/2017,1.7,1.96,1.22,-0.33,0.29,1.12,0.08,0.14,1.5,-0.7256,2.9
7/12/2017,1.7,1.96,1.22,-0.33,0.29,1.12,0.08,0.14,1.5,-0.7256,2.9
7/13/2017,1.7,1.96,1.22,-0.33,0.29,1.12,0.08,0.14,1.5,-0.7256,2.9
7/14/2017,1.7,1.96,1.22,-0.33,0.29,1.12,0.08,0.14,1.5,-0.7256,2.9
7/17/2017,1.7,1.96,1.22,-0.33,0.29,1.12,0.08,0.14,1.5,-0.7256,2.9
7/18/2017,1.7,1.96,1.22,-0.33,0.29,1.12,0.08,0.14,1.5,-0.7256,2.9
7/19/2017,1.7,1.96,1.22,-0.33,0.29,1.12,0.08,0.14,1.5,-0.7256,2.9
7/20/2017,1.7,1.96,1.22,-0.33,0.29,1.12,0.08,0.14,1.5,-0.7256,2.9
7/21/2017,1.7,1.96,1.22,-0.33,0.29,1.12,0.08,0.14,1.5,-0.7256,2.9
7/24/2017,1.7,1.96,1.22,-0.33,0.29,1.12,0.08,0.14,1.5,-0.7256,2.9
7/25/2017,1.7,1.96,1.22,-0.33,0.29,1.12,0.08,0.14,1.5,-0.7256,2.9
7/26/2017,1.7,1.96,1.22,-0.33,0.29,1.12,0.08,0.14,1.5,-0.7256,2.9
7/27/2017,1.7,1.96,1.22,-0.33,0.29,1.12,0.08,0.14,1.5,-0.7256,2.9
7/28/2017,1.7,1.96,1.22,-0.33,0.29,1.12,0.08,0.14,1.5,-0.7256,2.9
7/31/2017,1.7,1.96,1.22,-0.33,0.29,1.12,0.08,0.14,1.5,-0.7256,2.9
8/1/2017,1.7,1.95,1.25,-0.33,0.28,1.2,0.06,0.14,1.5,-0.7262,2.9
8/2/2017,1.7,1.95,1.25,-0.33,0.28,1.2,0.06,0.14,1.5,-0.7262,2.9
8/3/2017,1.7,1.95,1.25,-0.33,0.28,1.2,0.06,0.14,1.5,-0.7262,2.9
8/4/2017,1.7,1.95,1.25,-0.33,0.28,1.2,0.06,0.14,1.5,-0.7262,2.9
8/7/2017,1.7,1.95,1.25,-0.33,0.28,1.2,0.06,0.14,1.5,-0.7262,2.9
8/8/2017,1.7,1.95,1.25,-0.33,0.28,1.2,0.06,0.14,1.5,-0.7262,2.9
8/9/2017,1.7,1.95,1.25,-0.33,0.28,1.2,0.06,0.14,1.5,-0.7262,2.9
8/10/2017,1.7,1.95,1.25,-0.33,0.28,1.2,0.06,0.14,1.5,-0.7262,2.9
8/11/2017,1.7,1.95,1.25,-0.33,0.28,1.2,0.06,0.14,1.5,-0.7262,2.9
8/14/2017,1.7,1.95,1.25,-0.33,0.28,1.2,0.06,0.14,1.5,-0.7262,2.9
8/15/2017,1.7,1.95,1.25,-0.33,0.28,1.2,0.06,0.14,1.5,-0.7262,2.9
8/16/2017,1.7,1.95,1.25,-0.33,0.28,1.2,0.06,0.14,1.5,-0.7262,2.9
8/17/2017,1.7,1.95,1.25,-0.33,0.28,1.2,0.06,0.14,1.5,-0.7262,2.9
8/18/2017,1.7,1.95,1.25,-0.33,0.28,1.2,0.06,0.14,1.5,-0.7262,2.9
8/21/2017,1.7,1.95,1.25,-0.33,0.28,1.2,0.06,0.14,1.5,-0.7262,2.9
8/22/2017,1.7,1.95,1.25,-0.33,0.28,1.2,0.06,0.14,1.5,-0.7262,2.9
8/23/2017,1.7,1.95,1.25,-0.33,0.28,1.2,0.06,0.14,1.5,-0.7262,2.9
8/24/2017,1.7,1.95,1.25,-0.33,0.28,1.2,0.06,0.14,1.5,-0.7262,2.9
8/25/2017,1.7,1.95,1.25,-0.33,0.28,1.2,0.06,0.14,1.5,-0.7262,2.9
8/28/2017,1.7,1.95,1.25,-0.33,0.28,1.2,0.06,0.14,1.5,-0.7262,2.9
8/29/2017,1.7,1.95,1.25,-0.33,0.28,1.2,0.06,0.14,1.5,-0.7262,2.9
8/30/2017,1.7,1.95,1.25,-0.33,0.28,1.2,0.06,0.14,1.5,-0.7262,2.9
8/31/2017,1.7,1.95,1.25,-0.33,0.28,1.2,0.06,0.14,1.5,-0.7262,2.9
9/1/2017,1.72,1.95,1.25,-0.33,0.31,1.32,0.06,0.14,1.75,-0.726,2.9
9/4/2017,1.72,1.95,1.25,-0.33,0.31,1.32,0.06,0.14,1.75,-0.726,2.9
9/5/2017,1.72,1.95,1.25,-0.33,0.31,1.32,0.06,0.14,1.75,-0.726,2.9
9/6/2017,1.72,1.95,1.25,-0.33,0.31,1.32,0.06,0.14,1.75,-0.726,2.9
9/7/2017,1.72,1.95,1.25,-0.33,0.31,1.32,0.06,0.14,1.75,-0.726,2.9
9/8/2017,1.72,1.95,1.25,-0.33,0.31,1.32,0.06,0.14,1.75,-0.726,2.9
9/11/2017,1.72,1.95,1.25,-0.33,0.31,1.32,0.06,0.14,1.75,-0.726,2.9
9/12/2017,1.72,1.95,1.25,-0.33,0.31,1.32,0.06,0.14,1.75,-0.726,2.9
9/13/2017,1.72,1.95,1.25,-0.33,0.31,1.32,0.06,0.14,1.75,-0.726,2.9
9/14/2017,1.72,1.95,1.25,-0.33,0.31,1.32,0.06,0.14,1.75,-0.726,2.9
9/15/2017,1.72,1.95,1.25,-0.33,0.31,1.32,0.06,0.14,1.75,-0.726,2.9
9/18/2017,1.72,1.95,1.25,-0.33,0.31,1.32,0.06,0.14,1.75,-0.726,2.9
9/19/2017,1.72,1.95,1.25,-0.33,0.31,1.32,0.06,0.14,1.75,-0.726,2.9
9/20/2017,1.72,1.95,1.25,-0.33,0.31,1.32,0.06,0.14,1.75,-0.726,2.9
9/21/2017,1.72,1.95,1.25,-0.33,0.31,1.32,0.06,0.14,1.75,-0.726,2.9
9/22/2017,1.72,1.95,1.25,-0.33,0.31,1.32,0.06,0.14,1.75,-0.726,2.9
9/25/2017,1.72,1.95,1.25,-0.33,0.31,1.32,0.06,0.14,1.75,-0.726,2.9
9/26/2017,1.72,1.95,1.25,-0.33,0.31,1.32,0.06,0.14,1.75,-0.726,2.9
9/27/2017,1.72,1.95,1.25,-0.33,0.31,1.32,0.06,0.14,1.75,-0.726,2.9
9/28/2017,1.72,1.95,1.25,-0.33,0.31,1.32,0.06,0.14,1.75,-0.726,2.9
9/29/2017,1.72,1.95,1.25,-0.33,0.31,1.32,0.06,0.14,1.75,-0.726,2.9
10/2/2017,1.7,1.94,1.26,-0.33,0.38,1.33,0.06,0.14,1.75,-0.7268,2.9
10/3/2017,1.7,1.94,1.26,-0.33,0.38,1.33,0.06,0.14,1.75,-0.7268,2.9
10/4/2017,1.7,1.94,1.26,-0.33,0.38,1.33,0.06,0.14,1.75,-0.7268,2.9
10/5/2017,1.7,1.94,1.26,-0.33,0.38,1.33,0.06,0.14,1.75,-0.7268,2.9
10/6/2017,1.7,1.94,1.26,-0.33,0.38,1.33,0.06,0.14,1.75,-0.7268,2.9
10/9/2017,1.7,1.94,1.26,-0.33,0.38,1.33,0.06,0.14,1.75,-0.7268,2.9
10/10/2017,1.7,1.94,1.26,-0.33,0.38,1.33,0.06,0.14,1.75,-0.7268,2.9
10/11/2017,1.7,1.94,1.26,-0.33,0.38,1.33,0.06,0.14,1.75,-0.7268,2.9
10/12/2017,1.7,1.94,1.26,-0.33,0.38,1.33,0.06,0.14,1.75,-0.7268,2.9
10/13/2017,1.7,1.94,1.26,-0.33,0.38,1.33,0.06,0.14,1.75,-0.7268,2.9
10/16/2017,1.7,1.94,1.26,-0.33,0.38,1.33,0.06,0.14,1.75,-0.7268,2.9
10/17/2017,1.7,1.94,1.26,-0.33,0.38,1.33,0.06,0.14,1.75,-0.7268,2.9
10/18/2017,1.7,1.94,1.26,-0.33,0.38,1.33,0.06,0.14,1.75,-0.7268,2.9
10/19/2017,1.7,1.94,1.26,-0.33,0.38,1.33,0.06,0.14,1.75,-0.7268,2.9
10/20/2017,1.7,1.94,1.26,-0.33,0.38,1.33,0.06,0.14,1.75,-0.7268,2.9
10/23/2017,1.7,1.94,1.26,-0.33,0.38,1.33,0.06,0.14,1.75,-0.7268,2.9
10/24/2017,1.7,1.94,1.26,-0.33,0.38,1.33,0.06,0.14,1.75,-0.7268,2.9
10/25/2017,1.7,1.94,1.26,-0.33,0.38,1.33,0.06,0.14,1.75,-0.7268,2.9
10/26/2017,1.7,1.94,1.26,-0.33,0.38,1.33,0.06,0.14,1.75,-0.7268,2.9
10/27/2017,1.7,1.94,1.26,-0.33,0.38,1.33,0.06,0.14,1.75,-0.7268,2.9
10/30/2017,1.7,1.94,1.26,-0.33,0.38,1.33,0.06,0.14,1.75,-0.7268,2.9
10/31/2017,1.7,1.94,1.26,-0.33,0.38,1.33,0.06,0.14,1.75,-0.7268,2.9
11/1/2017,1.72,1.93,1.32,-0.33,0.52,1.33,0.06,0.14,1.75,-0.752,2.9
11/2/2017,1.72,1.93,1.32,-0.33,0.52,1.33,0.06,0.14,1.75,-0.752,2.9
11/3/2017,1.72,1.93,1.32,-0.33,0.52,1.33,0.06,0.14,1.75,-0.752,2.9
11/6/2017,1.72,1.93,1.32,-0.33,0.52,1.33,0.06,0.14,1.75,-0.752,2.9
11/7/2017,1.72,1.93,1.32,-0.33,0.52,1.33,0.06,0.14,1.75,-0.752,2.9
11/8/2017,1.72,1.93,1.32,-0.33,0.52,1.33,0.06,0.14,1.75,-0.752,2.9
11/9/2017,1.72,1.93,1.32,-0.33,0.52,1.33,0.06,0.14,1.75,-0.752,2.9
11/10/2017,1.72,1.93,1.32,-0.33,0.52,1.33,0.06,0.14,1.75,-0.752,2.9
11/13/2017,1.72,1.93,1.32,-0.33,0.52,1.33,0.06,0.14,1.75,-0.752,2.9
11/14/2017,1.72,1.93,1.32,-0.33,0.52,1.33,0.06,0.14,1.75,-0.752,2.9
11/15/2017,1.72,1.93,1.32,-0.33,0.52,1.33,0.06,0.14,1.75,-0.752,2.9
11/16/2017,1.72,1.93,1.32,-0.33,0.52,1.33,0.06,0.14,1.75,-0.752,2.9
11/17/2017,1.72,1.93,1.32,-0.33,0.52,1.33,0.06,0.14,1.75,-0.752,2.9
11/20/2017,1.72,1.93,1.32,-0.33,0.52,1.33,0.06,0.14,1.75,-0.752,2.9
11/21/2017,1.72,1.93,1.32,-0.33,0.52,1.33,0.06,0.14,1.75,-0.752,2.9
11/22/2017,1.72,1.93,1.32,-0.33,0.52,1.33,0.06,0.14,1.75,-0.752,2.9
11/23/2017,1.72,1.93,1.32,-0.33,0.52,1.33,0.06,0.14,1.75,-0.752,2.9
11/24/2017,1.72,1.93,1.32,-0.33,0.52,1.33,0.06,0.14,1.75,-0.752,2.9
11/27/2017,1.72,1.93,1.32,-0.33,0.52,1.33,0.06,0.14,1.75,-0.752,2.9
11/28/2017,1.72,1.93,1.32,-0.33,0.52,1.33,0.06,0.14,1.75,-0.752,2.9
11/29/2017,1.72,1.93,1.32,-0.33,0.52,1.33,0.06,0.14,1.75,-0.752,2.9
11/30/2017,1.72,1.93,1.32,-0.33,0.52,1.33,0.06,0.14,1.75,-0.752,2.9
12/1/2017,1.77,1.88,1.54,-0.33,0.52,1.37,0.06,0.15,2.0,-0.7462,2.9
12/4/2017,1.77,1.88,1.54,-0.33,0.52,1.37,0.06,0.15,2.0,-0.7462,2.9
12/5/2017,1.77,1.88,1.54,-0.33,0.52,1.37,0.06,0.15,2.0,-0.7462,2.9
12/6/2017,1.77,1.88,1.54,-0.33,0.52,1.37,0.06,0.15,2.0,-0.7462,2.9
12/7/2017,1.77,1.88,1.54,-0.33,0.52,1.37,0.06,0.15,2.0,-0.7462,2.9
12/8/2017,1.77,1.88,1.54,-0.33,0.52,1.37,0.06,0.15,2.0,-0.7462,2.9
12/11/2017,1.77,1.88,1.54,-0.33,0.52,1.37,0.06,0.15,2.0,-0.7462,2.9
12/12/2017,1.77,1.88,1.54,-0.33,0.52,1.37,0.06,0.15,2.0,-0.7462,2.9
12/13/2017,1.77,1.88,1.54,-0.33,0.52,1.37,0.06,0.15,2.0,-0.7462,2.9
12/14/2017,1.77,1.88,1.54,-0.33,0.52,1.37,0.06,0.15,2.0,-0.7462,2.9
12/15/2017,1.77,1.88,1.54,-0.33,0.52,1.37,0.06,0.15,2.0,-0.7462,2.9
12/18/2017,1.77,1.88,1.54,-0.33,0.52,1.37,0.06,0.15,2.0,-0.7462,2.9
12/19/2017,1.77,1.88,1.54,-0.33,0.52,1.37,0.06,0.15,2.0,-0.7462,2.9
12/20/2017,1.77,1.88,1.54,-0.33,0.52,1.37,0.06,0.15,2.0,-0.7462,2.9
12/21/2017,1.77,1.88,1.54,-0.33,0.52,1.37,0.06,0.15,2.0,-0.7462,2.9
12/22/2017,1.77,1.88,1.54,-0.33,0.52,1.37,0.06,0.15,2.0,-0.7462,2.9
12/25/2017,1.77,1.88,1.54,-0.33,0.52,1.37,0.06,0.15,2.0,-0.7462,2.9
12/26/2017,1.77,1.88,1.54,-0.33,0.52,1.37,0.06,0.15,2.0,-0.7462,2.9
12/27/2017,1.77,1.88,1.54,-0.33,0.52,1.37,0.06,0.15,2.0,-0.7462,2.9
12/28/2017,1.77,1.88,1.54,-0.33,0.52,1.37,0.06,0.15,2.0,-0.7462,2.9
12/29/2017,1.77,1.88,1.54,-0.33,0.52,1.37,0.06,0.15,2.0,-0.7462,2.9
1/1/2018,1.79,1.88,1.63,-0.33,0.52,1.55,0.07,0.15,2.0,-0.745,2.9
1/2/2018,1.79,1.88,1.63,-0.33,0.52,1.55,0.07,0.15,2.0,-0.745,2.9
1/3/2018,1.79,1.88,1.63,-0.33,0.52,1.55,0.07,0.15,2.0,-0.745,2.9
1/4/2018,1.79,1.88,1.63,-0.33,0.52,1.55,0.07,0.15,2.0,-0.745,2.9
1/5/2018,1.79,1.88,1.63,-0.33,0.52,1.55,0.07,0.15,2.0,-0.745,2.9
1/8/2018,1.79,1.88,1.63,-0.33,0.52,1.55,0.07,0.15,2.0,-0.745,2.9
1/9/2018,1.79,1.88,1.63,-0.33,0.52,1.55,0.07,0.15,2.0,-0.745,2.9
1/10/2018,1.79,1.88,1.63,-0.33,0.52,1.55,0.07,0.15,2.0,-0.745,2.9
1/11/2018,1.79,1.88,1.63,-0.33,0.52,1.55,0.07,0.15,2.0,-0.745,2.9
